GeneID	1577_d7_CD46	1578_d7_CD46	1599_d7_CD46	1577_d7_ISG15	1578_d7_ISG15	1599_d7_ISG15	1577_d7_UBA7	1578_d7_UBA7	1599_d7_UBA7	1577_d7_STAT1	1578_d7_STAT1	1599_d7_STAT1
ENSG00000272010	17	8	29	10	11	10	9	16	17	28	21	13
ENSG00000104442	1187	928	2153	908	1100	1650	784	1714	1772	1455	1536	1780
ENSG00000066855	527	380	895	423	461	707	357	693	880	661	585	758
ENSG00000272155	49	45	64	30	29	42	22	63	38	32	51	62
ENSG00000205268	4291	4735	11185	3362	5925	9617	2881	7868	9547	4980	7814	8623
ENSG00000272192	7	5	5	2	6	5	0	6	7	5	9	12
ENSG00000147570	23	26	76	13	36	49	23	58	68	40	65	78
ENSG00000253190	0	1	1	4	2	1	2	0	1	0	1	1
ENSG00000147573	5	4	7	4	3	5	3	2	11	1	3	2
ENSG00000147571	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253138	0	0	0	0	0	0	2	0	0	0	1	0
ENSG00000246145	6	5	19	3	8	10	2	6	10	8	5	8
ENSG00000179041	933	694	1595	612	782	1149	539	1168	1406	1016	1122	1356
ENSG00000147576	193	125	392	181	121	256	135	201	313	234	146	229
ENSG00000169085	12	18	10	6	15	12	3	18	6	2	19	2
ENSG00000185697	301	299	626	205	322	362	185	512	505	422	576	472
ENSG00000175073	1234	812	2406	984	1108	2258	677	1387	2108	1241	1208	1782
ENSG00000104205	253	152	493	203	204	438	185	257	372	335	269	388
ENSG00000213865	166	135	277	132	212	219	118	205	244	211	225	174
ENSG00000178460	513	433	928	398	430	880	317	781	755	569	768	789
ENSG00000261787	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000178125	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000121022	1525	1215	2520	1105	1404	1982	966	1879	2049	1650	1857	2034
ENSG00000104218	774	522	1229	581	591	836	491	913	979	869	908	980
ENSG00000066777	1984	1241	3971	1454	1436	3047	1284	2142	3213	2242	1970	2938
ENSG00000271966	2	5	9	4	3	8	1	11	6	6	6	4
ENSG00000165078	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000255130	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000046889	0	0	0	0	0	0	0	1	1	1	0	0
ENSG00000255206	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248801	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000165084	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000254337	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253658	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253373	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253479	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000137573	0	0	0	0	0	0	0	1	0	0	0	1
ENSG00000137571	306	159	400	177	163	296	240	285	329	414	277	399
ENSG00000254557	1	1	3	1	0	1	0	1	4	4	0	3
ENSG00000246528	37	28	34	30	26	41	22	39	44	46	27	30
ENSG00000147596	0	0	0	0	0	1	0	1	0	0	0	0
ENSG00000140396	2115	1352	5213	1656	1675	4483	1239	2167	4569	2493	2098	4237
ENSG00000253143	1	0	0	2	0	0	2	6	0	0	0	4
ENSG00000253967	22	12	5	34	20	9	25	17	6	34	19	2
ENSG00000067167	9446	5050	12005	7911	6096	12385	6783	8857	12082	12764	8986	12285
ENSG00000246366	31	19	39	29	38	54	20	50	42	28	31	38
ENSG00000147592	334	163	484	249	253	407	204	347	388	322	355	483
ENSG00000221947	12	19	14	9	25	26	12	16	9	15	10	18
ENSG00000254031	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000104313	0	0	1	1	0	0	1	0	2	0	1	1
ENSG00000254277	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253287	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235531	6	6	19	1	2	9	7	7	20	9	12	17
ENSG00000178860	68	64	184	38	48	111	61	115	150	134	142	197
ENSG00000104321	1	0	1	1	1	2	0	4	1	0	0	1
ENSG00000253317	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000254347	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000182674	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253784	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260838	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000147601	762	504	1352	531	691	1161	440	954	1122	777	887	995
ENSG00000272254	2	2	3	1	1	3	1	3	7	1	0	9
ENSG00000253636	35	14	69	15	17	41	12	39	59	20	24	31
ENSG00000164764	28	19	37	28	35	42	21	45	36	52	44	26
ENSG00000274443	20	21	37	5	10	26	5	24	41	1	11	17
ENSG00000147604	29731	25168	54844	21048	26851	38147	19259	43412	43725	34749	46508	48995
ENSG00000121039	187	126	275	139	120	205	135	198	220	220	177	257
ENSG00000250295	2	0	7	1	1	2	1	2	1	0	2	4
ENSG00000253339	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253235	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253302	3	1	8	1	0	5	3	5	5	3	6	3
ENSG00000040341	1070	702	1965	747	866	1438	678	1295	1661	1160	1148	1573
ENSG00000254538	8	5	15	4	8	22	2	7	7	4	4	8
ENSG00000258677	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000104343	547	426	929	377	487	830	352	646	815	582	705	685
ENSG00000154582	1447	1196	2618	1142	1351	2145	1015	1926	2242	1679	2061	2268
ENSG00000175606	986	790	1749	806	957	1468	637	1304	1322	1158	1469	1516
ENSG00000154589	105	146	251	121	167	233	98	228	225	164	244	198
ENSG00000254288	8	2	1	0	1	1	1	4	2	1	0	1
ENSG00000253115	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000253983	0	0	0	0	1	0	0	0	0	1	0	1
ENSG00000104369	1	1	1	0	0	1	0	1	5	0	0	0
ENSG00000104381	250	185	549	214	259	422	167	356	483	231	319	410
ENSG00000253596	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254349	0	1	0	0	1	0	0	0	0	0	2	0
ENSG00000254080	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253706	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000137558	0	0	1	0	2	0	0	0	0	0	0	0
ENSG00000254043	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000121005	0	2	0	2	3	0	0	8	2	3	6	3
ENSG00000254238	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253712	0	0	0	1	0	1	0	0	0	1	0	0
ENSG00000249395	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000164749	0	0	0	1	0	0	0	0	1	0	1	3
ENSG00000270866	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000271167	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254300	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253661	0	0	0	0	0	0	0	1	0	0	0	1
ENSG00000091656	1	1	4	0	0	5	0	1	7	4	0	2
ENSG00000253416	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000164751	1503	1065	2489	1158	1174	2076	1080	1707	2017	1739	1749	2031
ENSG00000254366	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254001	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254266	11	3	24	4	5	10	2	5	10	5	1	12
ENSG00000171033	212	173	502	172	246	391	153	370	334	262	337	362
ENSG00000104427	197	82	238	184	104	187	155	167	219	261	109	197
ENSG00000104432	317	201	449	182	218	341	144	365	356	322	365	354
ENSG00000261618	17	16	65	20	20	35	12	22	54	24	27	36
ENSG00000253659	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000104435	0	1	0	0	0	1	0	0	0	1	0	0
ENSG00000164683	11	8	36	8	20	30	9	22	36	11	31	43
ENSG00000272138	0	1	1	0	0	0	0	1	1	0	0	2
ENSG00000249328	1	0	1	0	1	1	1	3	1	1	0	1
ENSG00000147586	203	108	366	141	191	303	99	226	275	197	215	291
ENSG00000276418	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272264	74	52	85	43	36	61	63	88	73	109	53	84
ENSG00000076554	4136	2489	5205	3002	2841	4792	2869	4101	4528	5226	4292	4806
ENSG00000254205	5	17	21	20	13	22	10	18	14	26	11	20
ENSG00000253238	1	0	2	0	0	0	0	2	1	2	0	0
ENSG00000251867	30	18	70	18	28	46	17	33	35	23	29	37
ENSG00000205189	293	265	1078	209	252	915	204	399	789	345	352	703
ENSG00000254162	10	4	19	7	3	16	5	2	6	8	6	11
ENSG00000260317	19	8	11	6	15	6	4	20	11	10	10	13
ENSG00000164684	0	3	6	0	0	1	0	0	3	0	2	0
ENSG00000076641	2268	1902	4755	1584	2234	3561	1429	3389	4216	2540	3027	3569
ENSG00000254060	2	0	7	1	0	4	1	2	3	0	0	1
ENSG00000254177	0	2	1	0	1	4	0	0	2	0	1	4
ENSG00000253214	4	7	14	6	9	9	7	19	20	17	10	10
ENSG00000272425	1	3	5	0	5	2	2	6	4	5	9	3
ENSG00000254027	9	7	22	11	8	21	9	14	26	18	20	19
ENSG00000164687	2447	1888	3924	1621	2050	3008	1503	3261	3290	2750	3450	3306
ENSG00000253859	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000147588	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000205186	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000170323	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000253374	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000197416	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000133731	988	724	1872	768	982	1743	674	1273	1561	1066	1204	1346
ENSG00000253598	9	5	17	8	8	3	3	5	8	13	6	4
ENSG00000104231	875	661	1517	731	830	1338	550	1067	1365	1048	1151	1214
ENSG00000164695	49	29	65	55	20	47	47	34	61	85	29	62
ENSG00000253334	2	2	1	1	4	3	1	5	1	1	3	1
ENSG00000104497	149	89	261	100	101	205	90	157	224	180	144	202
ENSG00000254689	0	0	1	0	0	0	0	0	0	1	0	0
ENSG00000254123	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253503	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253836	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254394	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253898	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254202	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000184672	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000133739	557	396	795	428	478	660	329	656	742	568	640	631
ENSG00000260493	3	2	4	2	3	4	0	5	7	5	8	8
ENSG00000133740	1203	924	1950	1082	1179	1891	773	1451	1693	1509	1435	1596
ENSG00000254208	4	5	30	2	3	35	5	12	23	6	10	15
ENSG00000176731	447	360	806	361	440	731	308	564	670	535	545	617
ENSG00000185015	121	103	264	124	145	239	80	152	229	129	140	209
ENSG00000258256	0	0	3	0	2	3	1	0	4	2	2	8
ENSG00000257962	0	0	0	0	0	1	0	0	1	2	0	0
ENSG00000133742	3	0	1	0	0	2	0	1	2	0	0	3
ENSG00000164879	7	9	8	5	14	10	12	20	8	5	14	4
ENSG00000253549	7	6	11	0	7	9	1	7	9	4	4	4
ENSG00000104267	156	195	639	95	203	426	111	352	522	177	344	485
ENSG00000254380	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253154	0	0	0	0	0	0	1	1	0	0	0	0
ENSG00000147614	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000147613	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253675	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253699	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000164893	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000123124	1007	603	2085	709	808	1682	594	1107	1674	1101	1000	1539
ENSG00000176623	1284	940	2444	1033	1113	2026	808	1564	2068	1319	1417	1840
ENSG00000085719	2721	2266	5672	2109	2595	4439	1697	4040	4826	2980	3231	4140
ENSG00000170289	2	1	8	1	1	6	2	1	2	3	0	3
ENSG00000254115	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000253778	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000176571	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253500	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000176566	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253171	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000156103	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000253553	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000271156	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251136	237	164	495	171	208	384	118	307	343	303	259	330
ENSG00000104312	596	510	1209	452	570	1103	353	855	974	742	753	1083
ENSG00000164823	651	526	1459	458	576	1101	430	930	1189	720	929	1166
ENSG00000104320	2513	1708	5339	2044	2393	4759	1646	3077	4387	2699	2754	4060
ENSG00000104325	2245	1872	3616	1688	2222	3121	1467	3065	3000	2458	2942	2681
ENSG00000104327	7	5	26	7	18	26	2	12	19	13	8	14
ENSG00000253394	1	0	0	0	0	1	0	0	0	0	0	0
ENSG00000254180	0	0	3	1	1	2	0	0	3	2	0	1
ENSG00000253799	2	2	1	0	1	0	2	1	2	1	4	1
ENSG00000180694	993	744	1527	817	829	1327	650	1256	1411	1015	1116	1250
ENSG00000246792	9	10	45	6	14	35	9	23	24	18	14	16
ENSG00000123119	11	26	91	3	10	58	8	21	56	11	38	56
ENSG00000254251	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253250	8	17	109	5	26	53	4	37	83	17	35	96
ENSG00000155099	226	200	613	213	233	522	181	354	487	280	333	481
ENSG00000253358	0	0	3	0	0	1	0	1	1	0	0	0
ENSG00000253738	481	331	825	433	396	646	386	595	679	541	641	715
ENSG00000155100	583	409	1369	405	525	1210	371	767	1168	692	772	1033
ENSG00000214954	73	53	125	32	59	93	42	64	99	56	85	98
ENSG00000147606	10	5	14	11	3	8	6	10	10	4	10	10
ENSG00000253901	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000079102	0	0	0	0	1	0	0	0	1	0	1	0
ENSG00000253576	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253682	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253749	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253371	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253634	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253177	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254020	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253577	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253197	0	0	2	0	0	0	0	0	3	2	2	1
ENSG00000205133	161	234	648	132	238	503	97	358	483	157	326	453
ENSG00000279847	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000246662	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253960	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254089	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000188343	97	89	182	83	106	124	45	181	142	98	141	125
ENSG00000271971	48	57	25	40	40	28	39	56	31	50	55	20
ENSG00000253854	32	17	43	20	18	26	12	22	35	30	24	21
ENSG00000183808	681	515	1588	543	703	1230	447	853	1279	731	895	1041
ENSG00000253722	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253848	2	0	4	1	0	3	3	0	5	0	4	3
ENSG00000164953	89	76	236	64	83	145	67	147	174	127	139	123
ENSG00000254057	0	0	2	1	0	0	0	3	1	0	1	2
ENSG00000164951	676	443	1092	488	485	966	472	764	1028	750	618	812
ENSG00000264448	0	1	1	3	1	1	0	1	0	2	2	0
ENSG00000253585	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000079112	4	12	3	3	11	2	1	12	6	5	9	4
ENSG00000164949	6	10	13	3	9	12	3	11	21	6	8	18
ENSG00000197275	55	28	123	40	57	103	34	60	109	65	60	83
ENSG00000265817	3	0	14	8	4	13	2	8	6	4	3	1
ENSG00000164944	2281	1339	4034	1714	1778	3258	1454	2537	3566	2680	2290	3173
ENSG00000254315	1	0	8	3	2	3	1	1	2	1	2	2
ENSG00000253704	17	7	29	14	16	41	10	24	36	17	19	26
ENSG00000261437	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000104413	0	0	0	2	0	0	0	0	0	0	1	0
ENSG00000156162	456	305	958	338	379	819	333	541	746	512	505	666
ENSG00000254307	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000164941	2052	1224	3116	1592	1363	2543	1319	2089	2588	2458	1908	2568
ENSG00000175305	187	121	326	170	137	228	115	259	303	231	245	272
ENSG00000272509	13	13	26	10	10	24	18	12	35	19	19	27
ENSG00000156170	568	437	982	399	468	799	365	722	868	715	717	852
ENSG00000164938	5262	2978	4891	3895	2763	3682	4228	4733	4859	8684	5028	5119
ENSG00000245080	40	57	47	21	70	16	31	109	19	62	98	42
ENSG00000254248	16	8	8	7	7	6	5	17	3	21	15	6
ENSG00000175895	2434	2225	5283	1916	2879	4450	1638	3789	4153	2801	3420	3878
ENSG00000253773	7	1	15	2	5	10	5	0	7	4	8	15
ENSG00000253351	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000156172	78	112	247	68	108	167	58	154	181	115	188	171
ENSG00000253872	0	0	0	0	0	0	0	0	2	1	0	0
ENSG00000248762	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000270131	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000156466	0	0	0	0	0	0	0	0	2	0	0	0
ENSG00000156467	3812	3042	6732	2683	3347	5295	2356	5071	5367	4096	5113	5812
ENSG00000254224	0	0	1	3	0	0	0	0	1	0	0	1
ENSG00000156469	503	423	954	374	492	735	324	753	827	629	679	789
ENSG00000156471	4248	2888	8134	2858	3438	5884	2589	5585	6488	5050	5253	6841
ENSG00000253105	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000169439	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000104324	48	26	63	28	29	56	26	54	52	50	51	65
ENSG00000272249	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260640	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000180543	294	296	667	188	327	428	161	506	485	267	447	428
ENSG00000147649	19455	11858	29486	13756	12500	23987	14342	19207	25976	25995	20453	28737
ENSG00000104341	463	187	263	316	204	164	300	379	222	600	385	277
ENSG00000132561	3	2	11	3	1	4	4	3	13	5	3	7
ENSG00000156482	8602	7603	14984	6092	8376	11284	4980	12692	12775	8865	11838	12799
ENSG00000245970	79	113	226	76	153	204	72	140	182	117	157	183
ENSG00000177459	4	9	7	7	9	5	3	8	5	26	14	5
ENSG00000132541	433	318	719	328	314	610	291	533	585	461	555	660
ENSG00000104356	911	618	1958	617	774	1459	601	1149	1574	1246	1124	1585
ENSG00000104361	1039	728	1930	644	775	1467	573	1218	1784	1054	1069	1556
ENSG00000254267	0	1	0	0	0	0	0	0	1	0	1	1
ENSG00000104375	300	179	470	210	260	329	209	336	393	378	361	399
ENSG00000156486	1	0	3	0	2	2	2	0	2	0	1	0
ENSG00000272321	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000253911	0	0	4	0	0	3	1	2	3	1	0	0
ENSG00000271930	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000164920	1	1	18	0	1	14	0	1	4	0	0	16
ENSG00000229625	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253948	57	40	50	47	40	64	34	50	58	56	62	78
ENSG00000132549	1509	945	4090	1218	1195	2989	962	1785	3309	1695	1495	2580
ENSG00000253562	0	1	6	1	0	2	2	3	7	3	4	1
ENSG00000253539	0	0	2	0	1	1	2	0	5	0	0	0
ENSG00000164919	2496	2009	4898	1805	2556	3943	1686	3347	3610	2798	3902	4045
ENSG00000132554	0	0	2	1	1	5	1	2	0	3	0	3
ENSG00000156509	269	116	440	160	146	285	201	194	351	333	170	353
ENSG00000147669	1275	888	2155	1021	955	1733	681	1462	1837	1258	1327	1709
ENSG00000104450	599	396	1122	421	522	783	363	670	935	600	609	913
ENSG00000034677	4341	2928	10777	3735	4212	9900	2803	5237	8688	4819	4844	7315
ENSG00000253217	0	1	1	0	0	1	2	0	0	0	0	0
ENSG00000253824	1	2	5	0	1	6	0	3	4	4	1	2
ENSG00000253842	0	2	3	1	1	1	1	4	1	2	4	3
ENSG00000253666	42	26	32	22	24	21	26	30	24	48	31	30
ENSG00000254364	5	9	14	6	9	12	7	10	8	10	7	10
ENSG00000186106	409	290	694	283	385	568	258	455	546	437	424	509
ENSG00000174226	0	0	0	0	1	0	0	0	2	0	0	0
ENSG00000253740	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000070756	66062	51948	106525	46371	54408	78606	42671	84621	92845	76232	81948	93048
ENSG00000164924	18038	14345	31635	13515	16633	25080	11626	24294	26123	21027	23260	24932
ENSG00000248599	1	0	1	0	0	0	0	0	1	0	0	0
ENSG00000253395	9	3	6	4	1	8	6	4	0	4	4	6
ENSG00000253737	2	0	0	2	1	0	0	1	0	0	0	0
ENSG00000261087	119	83	57	70	66	32	57	108	50	136	95	58
ENSG00000120963	3675	2303	4809	2738	2579	3713	2378	4149	4310	4210	4011	4158
ENSG00000271882	11	4	8	9	6	14	10	7	10	9	7	7
ENSG00000253679	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253282	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253644	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254084	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254024	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000083307	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000104490	29	32	57	34	34	42	27	66	44	68	88	58
ENSG00000253629	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000048392	1068	875	2199	804	994	1740	668	1377	1820	1258	1361	1650
ENSG00000246263	228	197	395	154	164	255	119	296	368	256	297	262
ENSG00000104517	9023	5549	20390	6646	6856	15483	5794	9396	17363	10333	8409	15203
ENSG00000272037	50	44	103	23	48	77	27	70	64	60	44	61
ENSG00000253633	91	68	288	55	77	196	71	127	221	97	122	211
ENSG00000155087	5	0	1	0	3	3	0	3	3	2	2	3
ENSG00000155090	2675	1526	4633	2273	1819	4355	1740	2536	4445	3239	2346	3929
ENSG00000253669	87	67	133	59	99	138	50	116	122	85	81	115
ENSG00000155096	4993	3241	8645	3792	3766	7178	3376	5652	7446	6132	5661	7228
ENSG00000253385	3	3	17	0	1	7	0	6	6	1	2	6
ENSG00000253320	28	13	44	17	22	39	14	39	58	34	33	46
ENSG00000253263	2	0	9	2	1	2	0	2	2	5	0	4
ENSG00000254281	25	11	27	13	15	10	10	18	27	19	22	25
ENSG00000254236	0	3	5	1	0	0	1	0	2	0	1	1
ENSG00000155097	1112	873	2258	816	1100	1789	756	1693	1821	1387	1630	1857
ENSG00000250929	0	0	0	0	0	0	0	0	0	0	1	3
ENSG00000236939	0	0	0	1	0	2	0	1	1	1	0	0
ENSG00000164929	0	2	1	0	0	0	0	0	1	0	0	3
ENSG00000247081	15	1	17	10	2	15	7	5	8	5	7	15
ENSG00000253851	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000164930	157	85	620	108	90	511	97	138	500	192	136	498
ENSG00000164932	6	6	23	12	5	14	1	11	10	5	5	14
ENSG00000266289	2	1	6	4	2	2	1	5	7	6	3	4
ENSG00000164933	1279	933	2601	1035	1102	2205	833	1599	2181	1508	1504	2136
ENSG00000164934	1855	1386	3298	1359	1718	2481	1159	2530	2554	2165	2529	2730
ENSG00000261670	0	4	3	2	1	2	3	3	1	3	6	2
ENSG00000271830	0	0	0	0	0	0	0	1	0	0	1	0
ENSG00000253477	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000176406	0	0	1	0	1	2	0	0	5	1	1	2
ENSG00000147647	0	0	0	0	0	1	0	0	0	0	1	0
ENSG00000164935	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000147650	0	0	2	4	1	3	0	1	5	1	2	4
ENSG00000169946	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000283157	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254041	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253420	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253526	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254021	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254615	12	11	20	9	12	36	16	17	25	19	19	33
ENSG00000164830	1549	1129	3186	1397	1553	2922	1094	1944	2629	1674	1712	2243
ENSG00000253582	7	2	19	7	2	20	4	17	28	8	9	17
ENSG00000174429	5	8	19	3	5	4	4	12	9	3	3	8
ENSG00000154188	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000147655	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000104408	9712	7826	18043	6945	8894	13676	6053	13734	14559	11051	13664	14914
ENSG00000253754	8	1	24	1	4	15	10	3	14	5	5	22
ENSG00000104412	929	587	1533	700	700	1237	596	1011	1377	1023	1000	1250
ENSG00000253949	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000164841	5	0	2	1	1	3	0	1	4	6	1	3
ENSG00000253796	3	1	7	1	1	5	1	4	3	9	1	7
ENSG00000174417	1	0	0	0	0	0	0	0	1	0	0	0
ENSG00000120526	921	664	1883	785	962	1719	634	1196	1503	1007	1160	1411
ENSG00000250267	0	0	6	0	0	2	1	0	0	0	0	4
ENSG00000120533	1904	1399	3229	1399	1532	2719	1063	2113	2605	1821	2364	2764
ENSG00000205038	112	168	172	88	203	118	87	291	147	147	275	145
ENSG00000147654	888	652	1399	771	797	1186	575	1143	1170	1033	1033	1150
ENSG00000147642	76	87	153	54	71	112	39	135	110	105	108	110
ENSG00000248050	1	2	1	0	1	0	0	2	2	2	1	2
ENSG00000164794	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255402	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253956	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253122	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253717	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253877	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253103	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253489	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253434	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000164796	0	0	0	0	0	0	0	2	0	0	0	0
ENSG00000253207	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254339	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000104447	187	148	590	127	183	500	97	270	475	184	209	380
ENSG00000227170	0	0	6	0	0	2	0	0	0	0	0	2
ENSG00000249917	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253672	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000147677	8530	6688	14597	6796	7642	11761	5385	11589	13123	9696	10626	12441
ENSG00000147679	682	401	1151	528	484	1030	433	801	1024	685	730	873
ENSG00000164754	6712	4468	11834	4922	5410	9609	4414	7858	10098	7706	7325	9562
ENSG00000253327	4	2	3	0	1	6	3	8	3	1	3	6
ENSG00000205002	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000164756	1	2	0	2	0	1	0	4	2	0	6	0
ENSG00000164758	431	338	869	312	420	736	292	538	708	452	605	688
ENSG00000182197	321	195	413	207	216	325	215	349	441	404	323	357
ENSG00000177570	312	486	294	198	525	230	199	763	315	312	695	262
ENSG00000225885	43	37	66	36	45	52	23	88	64	44	58	64
